00000,17534
00001,17535
00002,37322
00003,202377
00004,49055
00005,154373
00006,51217
00007,93041
00008,130642
00009,13390
00010,17536
00011,138697
00012,44942
00013,23147
00014,260307
00015,22399
00016,14202
00017,41585
00018,39613
00019,54200
00020,99754
00021,48941
00022,37323
00023,245529
00024,24286
00025,64467
00026,22759
00027,97171
00028,38967
00029,42838
00030,202378
00031,855
00032,32569
00033,217964
00034,61177
00035,21258
00036,91204
00037,172629
00038,115478
00039,91376
00040,4255
00041,49056
00042,4793
00043,382352
00044,8879
00045,71187
00046,132644
00047,172911
00048,137440
00049,55187
00050,111395
00051,84772
00052,36332
00053,32368
00054,145272
00055,31615
00056,601
00057,35371
00058,130010
00059,97655
00060,160168
00061,51218
00062,330016
00063,188143
00064,42903
00065,25828
00066,70662
00067,14637
00068,35133
00069,7832
00070,66187
00071,28990
00072,85554
00073,93042
00074,38990
00075,594959
00076,129329
00077,122536
00078,145267
00079,371186
00080,376145
00081,1598
00082,183007
00083,49671
00084,130643
00085,57262
00086,215289
00087,78922
00088,229677
00089,15693
00090,13391
00091,135623
00092,29789
00093,204395
00094,12174
00095,89700
00096,55483
00097,89458
00098,116747
00099,48497
00100,112289
00101,9984
00102,28181
00103,29457
00104,156882
00105,154982
00106,17537
00107,31135
00108,116147
00109,12233
00110,198496
00111,236850
00112,17863
00113,360
00114,209879
00115,324104
00116,64247
00117,22057
00118,100406
00119,138698
00120,159011
00121,149901
00122,36495
00123,29414
00124,172971
00125,15456
00126,9898
00127,109341
00128,162100
00129,2339
00130,127822
00131,290242
00132,92639
00133,246481
00134,11340
00135,66666
00136,139480
00137,72745
00138,203084
00139,23148
00140,66617
00141,118329
00142,135203
00143,94484
00144,188219
00145,93424
00146,98142
00147,23636
00148,220890
00149,95633
00150,26219
00151,108609
00152,106132
00153,240435
00154,48007
00155,49378
00156,22400
00157,179314
00158,16906
00159,5168
00160,23485
00161,1608
00162,9906
00163,243289
00164,41632
00165,39089
00166,243862
00167,15762
00168,57338
00169,25316
00170,112976
00171,400671
00172,60129
00173,111512
00174,103605
00175,41586
00176,54139
00177,167145
00178,133610
00179,23752
00180,174734
00181,80766
00182,44019
00183,16266
00184,50739
00185,17325
00186,58111
00187,83707
00188,211017
00189,81855
00190,57506
00191,115660
00192,973
00193,49309
00194,45301
00195,64343
00196,94091
00197,87715
00198,19487
00199,11194
00200,108848
00201,154829
00202,65895
00203,55636
00204,80860
00205,113162
00206,298084
00207,34057
00208,33646
00209,305800
00210,200700
00211,232243
00212,358202
00213,3154
00214,13376
00215,238905
00216,39884
00217,182522
00218,452825
00219,79066
00220,131132
00221,51121
00222,13723
00223,37324
00224,56428
00225,71945
00226,6740
00227,31166
00228,57088
00229,72683
00230,71750
00231,115195
00232,145638
00233,145815
00234,326487
00235,68410
00236,101971
00237,4202
00238,216225
00239,130883
00240,143234
00241,24287
00242,162759
00243,13635
00244,15256
00245,65725
00246,41846
00247,105874
00248,44510
00249,202068
00250,4367
00251,184229
00252,300961
00253,76953
00254,118097
00255,125486
00256,47325
00257,26426
00258,181972
00259,254462
00260,48082
00261,179411
00262,117993
00263,54938
00264,89575
00265,171043
00266,20736
00267,8885
00268,117087
00269,7797
00270,179454
00271,42104
00272,81484
00273,215487
00274,97172
00275,91961
00276,306595
00277,34640
00278,84690
00279,16367
00280,75426
00281,38054
00282,75355
00283,12340
00284,66924
00285,59050
00286,59125
00287,9370
00288,40452
00289,149659
00290,8572
00291,69251
00292,173787
00293,218603
00294,51158
00295,89694
00296,42839
00297,9124
00298,11100
00299,7771
00300,28908
00301,47820
00302,47008
00303,168742
00304,158453
00305,147166
00306,251637
00307,62939
00308,51941
00309,110795
00310,78726
00311,130368
00312,11645
00313,856
00314,159159
00315,12292
00316,39381
00317,48889
00318,38428
00319,22519
00320,14584
00321,160544
00322,32570
00323,8988
00324,86090
00325,373288
00326,332112
00327,130658
00328,311185
00329,28495
00330,141775
00331,37208
00332,59321
00333,12518
00334,211800
00335,290220
00336,59885
00337,6218
00338,41499
00339,63626
00340,380940
00341,7921
00342,32613
00343,47717
00344,106820
00345,86579
00346,78455
00347,61178
00348,121615
00349,27513
00350,52393
00351,71793
00352,14284
00353,26038
00354,100994
00355,1359
00356,21259
00357,173986
00358,14151
00359,25411
00360,56302
00361,17221
00362,61040
00363,33592
00364,125610
00365,148299
00366,279639
00367,101855
00368,272643
00369,118944
00370,118264
00371,64016
00372,9351
00373,72806
00374,80014
00375,213435
00376,226022
00377,273479
00378,21428
00379,308356
00380,115479
00381,268751
00382,43888
00383,160609
00384,71745
00385,166086
00386,388663
00387,172094
00388,118206
00389,62685
00390,173778
00391,42810
00392,91377
00393,112398
00394,37887
00395,47344
00396,74289
00397,4698
00398,88163
00399,367791
00400,587699
00401,64746
00402,138559
00403,161998
00404,174346
00405,45075
00406,107080
00407,4256
00408,360472
00409,202978
00410,24890
00411,31842
00412,107015
00413,44066
00414,34026
00415,9362
00416,221198
00417,15507
00418,90568
00419,20113
00420,3284
00421,282139
00422,4794
00423,234360
00424,12036
00425,22003
00426,174991
00427,170656
00428,21557
00429,67784
00430,40080
00431,71249
00432,23050
00433,358331
00434,95146
00435,385206
00436,10988
00437,80535
00438,74988
00439,298194
00440,21340
00441,295798
00442,75148
00443,93010
00444,73172
00445,92670
00446,274138
00447,26393
00448,8880
00449,3849
00450,528151
00451,20289
00452,153161
00453,11054
00454,40573
00455,46805
00456,9037
00457,18017
00458,148056
00459,65033
00460,413723
00461,91655
00462,39645
00463,43831
00464,24278
00465,81724
00466,46466
00467,129818
