0000,13390
0001,14202
0002,22759
0003,855
0004,4255
0005,601
0006,7832
0007,28990
0008,1598
0009,12174
0010,9984
0011,360
0012,2339
0013,11340
0014,23636
0015,5168
0016,1608
0017,23752
0018,16266
0019,973
0020,33646
0021,3154
0022,6740
0023,4202
0024,13635
0025,4367
0026,7797
0027,16367
0028,9370
0029,7771
0030,28908
0031,856
0032,8988
0033,6218
0034,7921
0035,1359
0036,17221
0037,9351
0038,43888
0039,4698
0040,4256
0041,9362
0042,3284
0043,10988
0044,3849
0045,9037
0046,23740
0047,19028
0048,5093
0049,6636
0050,6236
0051,6239
0052,20245
0053,2881
0054,6686
0055,3202
0056,602
0057,11398
0058,5911
0059,6973
0060,21155
0061,6349
0062,48609
0063,9584
0064,1836
0065,8624
0066,307
0067,3481
0068,16922
0069,7833
0070,4199
0071,8662
0072,3298
0073,2806
0074,10276
0075,12404
0076,6446
0077,20402
0078,4755
0079,11655
0080,8281
0081,1599
0082,11955
0083,24708
0084,20083
0085,15377
0086,7368
0087,11295
0088,27967
0089,13088
0090,6185
0091,29025
0092,1175
0093,1414
0094,12125
0095,1817
0096,7506
0097,2602
0098,1189
0099,1998
0100,853
0101,2562
0102,6598
0103,25990
0104,1218
0105,3981
0106,1010
0107,23235
0108,16215
0109,4554
0110,3252
0111,19626
0112,4448
0113,361
0114,4677
0115,27575
0116,5775
0117,6289
0118,7720
0119,493
0120,43171
0121,6304
0122,659
0123,27846
0124,8618
0125,15457
0126,4371
0127,9692
0128,1198
0129,2340
0130,5747
0131,5741
0132,17784
0133,13728
0134,6611
0135,17151
0136,2079
0137,8271
0138,6277
0139,23149
0140,10739
0141,1635
0142,2665
0143,13136
0144,14560
0145,2781
0146,669
0147,2066
0148,26483
0149,3134
0150,2564
0151,12480
0152,34097
0153,16694
0154,6894
0155,15531
0156,4827
0157,19835
0158,5192
0159,2956
0160,23486
0161,1609
0162,7175
0163,11982
0164,22707
0165,1766
0166,30683
0167,1181
0168,2401
0169,20687
0170,17566
0171,4217
0172,8041
0173,3418
0174,55301
0175,18073
0176,11861
0177,15499
0178,10317
0179,8898
0180,16710
0181,1224
0182,18369
0183,12372
0184,17869
0185,1055
0186,10215
0187,27303
0188,18445
0189,21630
0190,245
0191,3825
0192,974
0193,167
0194,23282
0195,1046
0196,10400
0197,3524
0198,996
0199,703
0200,9818
0201,9802
0202,7286
0203,3830
0204,28184
0205,12630
0206,9808
0207,14838
0208,6140
0209,24360
0210,9917
0211,4352
0212,30473
0213,523
0214,10339
0215,24665
0216,4383
0217,545
0218,2865
0219,715
0220,15714
0221,17953
0222,1888
0223,25112
0224,12781
0225,3018
0226,6741
0227,18580
0228,4767
0229,6706
0230,10629
0231,42123
0232,12722
0233,10415
0234,6771
0235,4874
0236,1521
0237,4203
0238,17680
0239,14923
0240,1333
0241,24288
0242,6224
0243,10448
0244,802
0245,14591
0246,12736
0247,1368
0248,8290
0249,291
0250,4368
0251,8794
0252,2524
0253,13686
0254,1746
0255,21302
0256,27552
0257,26427
0258,14042
0259,12926
0260,3119
0261,6147
0262,24909
0263,6365
0264,818
0265,12030
0266,8048
0267,8886
0268,38235
0269,7798
0270,164
0271,12543
